root_id,stat_group_id,root_seed,method_id,canonical_execution,baseline_system_success,relation_to_none,takeover_t,selected_length,helper_steps_actual,changed_action_steps,utility,system_success,autonomous_completion,genuine_handoff_success,helper_completed_task,success_seen_under_helper,handoff_executed,first_raw_success_state,stable_success_state,handoff_t,first_success_wait_after_handoff,query_count,queried_times,decision_summary,decision_trace_available,query_trace_json,method_vs_s_star_outcome_difference,method_vs_s_star_utility_delta,diagnostic_focus
square:hb3p_test:500020,square:hb3p_test:500020,500020,NONE,NONE,False,baseline,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,0,[],,False,[],False,0.05,
square:hb3p_test:500020,square:hb3p_test:500020,500020,S_STAR,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500020,square:hb3p_test:500020,500020,M0_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500020,square:hb3p_test:500020,500020,RISK_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500020,square:hb3p_test:500020,500020,M1_GRID,M1_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""07494dcfc1d356642c8df541447f2a23c7b758d103229ed5d125ab4b03884837"",""inference_seconds"":0.0013855029828846455,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0007731730584055185,""probabilities"":{""p0"":0.08162308606828801,""p_full"":0.3039970542710535,""p_genuine_20"":0.0342218814359042,""p_genuine_5"":0.01718440017043292,""p_genuine_80"":0.21539946424530607,""p_helper_20"":0.002428021569419582,""p_helper_5"":0.00045508520739611253,""p_helper_80"":0.004750243671170153,""p_sys_20"":0.03770326670082402,""p_sys_5"":0.019876815167047646,""p_sys_80"":0.22451299468998187,""prediction_head_seconds"":0.0007731730584055185},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500020,square:hb3p_test:500020,500020,M4_GRID,M4_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.013220582972280681,""client_selected_length"":80,""history_sha256"":""07494dcfc1d356642c8df541447f2a23c7b758d103229ed5d125ab4b03884837"",""inference_seconds"":0.3189295509364456,""ipc_roundtrip_seconds"":0.18073842010926455,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.0010374609846621752,""probabilities"":{""p0"":0.04079854081417235,""p_full"":0.2155523256174751,""p_genuine_20"":0.013336957358805192,""p_genuine_5"":0.011150825523260107,""p_genuine_80"":0.10572114469509626,""p_helper_20"":0.0013774879984961128,""p_helper_5"":0.00098558541254725,""p_helper_80"":0.00820121952518571,""p_sys_20"":0.014976071180768491,""p_sys_5"":0.01448106886440026,""p_sys_80"":0.11807133176794071,""payload_sha256"":""92c5c38329de2e919d89394bebf15141e28c8f04e4887cf1cfcb25880aa39612"",""prediction_head_seconds"":0.0010374609846621752,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500021,square:hb3p_test:500021,500021,NONE,NONE,False,baseline,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,0,[],,False,[],True,-0.95,
square:hb3p_test:500021,square:hb3p_test:500021,500021,S_STAR,S_STAR,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,173.0,177.0,100.0,73.0,0,[],,False,[],False,0.0,
square:hb3p_test:500021,square:hb3p_test:500021,500021,M0_GRID,S_STAR,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,173.0,177.0,100.0,73.0,0,[],,False,[],False,0.0,
square:hb3p_test:500021,square:hb3p_test:500021,500021,RISK_GRID,S_STAR,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,173.0,177.0,100.0,73.0,0,[],,False,[],False,0.0,
square:hb3p_test:500021,square:hb3p_test:500021,500021,M1_GRID,M1_GRID,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,173.0,177.0,100.0,73.0,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""1c4b545e7d511b72a03b141cc9add5a5c3b045df8b9e6ca51705210295eb332c"",""inference_seconds"":0.0013199429959058762,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0006430530920624733,""probabilities"":{""p0"":0.03655896647382875,""p_full"":0.28900543193774275,""p_genuine_20"":0.009059174302399333,""p_genuine_5"":0.004164310202240394,""p_genuine_80"":0.12027404059386015,""p_helper_20"":0.0010081529472994045,""p_helper_5"":7.303796659532225e-05,""p_helper_80"":0.003727119486407539,""p_sys_20"":0.010389767119844184,""p_sys_5"":0.004640839600001501,""p_sys_80"":0.1262973292193995,""prediction_head_seconds"":0.0006430530920624733},""reported_selected_length"":80}]",False,0.0,m1_genuine_rescue
square:hb3p_test:500021,square:hb3p_test:500021,500021,M4_GRID,M4_GRID,False,no_rescue_or_change,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,3,"[20, 80, 160]",t20:L0;t80:L0;t160:L0,True,"[{""absolute_t"":20,""backbone_seconds"":0.0131163380574435,""client_selected_length"":0,""history_sha256"":""1c4b545e7d511b72a03b141cc9add5a5c3b045df8b9e6ca51705210295eb332c"",""inference_seconds"":0.14660572004504502,""ipc_roundtrip_seconds"":0.10043354099616408,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.0008800139185041189,""probabilities"":{""p0"":0.03286939926025664,""p_full"":0.18977501041288852,""p_genuine_20"":0.01143643243658565,""p_genuine_5"":0.00832008344559732,""p_genuine_80"":0.0768987402735949,""p_helper_20"":0.0012833017013085277,""p_helper_5"":0.0006738444329328399,""p_helper_80"":0.007304706656779149,""p_sys_20"":0.012932734292920633,""p_sys_5"":0.01081653021832707,""p_sys_80"":0.08692667908148144,""payload_sha256"":""56b7c482b0d683ca3baf1faa81ff5399015d911e7fa18de6796cdacee83f041a"",""prediction_head_seconds"":0.0008800139185041189,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":0},{""absolute_t"":80,""backbone_seconds"":0.013255123049020767,""client_selected_length"":0,""history_sha256"":""22f2b3ea1b8be9f1f3dbaf99a59574ab7493fc41567ee50279232b09df2e5173"",""inference_seconds"":0.1460743669886142,""ipc_roundtrip_seconds"":0.10052651492878795,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.0010552139719948173,""probabilities"":{""p0"":0.035792593661546884,""p_full"":0.16716320778237334,""p_genuine_20"":0.022853444822286656,""p_genuine_5"":0.010523965910805936,""p_genuine_80"":0.07043801214953847,""p_helper_20"":0.0028710683086711096,""p_helper_5"":0.0009991011134783487,""p_helper_80"":0.01347381213658922,""p_sys_20"":0.026233002654266868,""p_sys_5"":0.014057590330569192,""p_sys_80"":0.08726458335888487,""payload_sha256"":""5143129fa6fcc56fa27c65eee3b0e2c03e8f7122c96a63afbd4d5514308f7348"",""prediction_head_seconds"":0.0010552139719948173,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":0},{""absolute_t"":160,""backbone_seconds"":0.013153960928320885,""client_selected_length"":0,""history_sha256"":""69ad9a73d52a7a046f6fbd9b358c8c7fcfb697226bd7949f5cd0254cae25ff54"",""inference_seconds"":0.22625701606739312,""ipc_roundtrip_seconds"":0.10044706705957651,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.0008966969326138496,""probabilities"":{""p0"":0.028445106794997652,""p_full"":0.15489524501804786,""p_genuine_20"":0.012349173629244127,""p_genuine_5"":0.005975359465431983,""p_genuine_80"":0.05229424299340575,""p_helper_20"":0.0014712111186610754,""p_helper_5"":0.0004963863916401256,""p_helper_80"":0.007124192340689808,""p_sys_20"":0.01402426880438068,""p_sys_5"":0.007903207220872788,""p_sys_80"":0.06115086996706787,""payload_sha256"":""53a6bca5cb9d8e99ae18b0af26d273b47ef98cc7c038dfca0196fbf38d1f7509"",""prediction_head_seconds"":0.0008966969326138496,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":0}]",True,-0.95,
square:hb3p_test:500022,square:hb3p_test:500022,500022,NONE,NONE,False,baseline,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,0,[],,False,[],False,0.05,
square:hb3p_test:500022,square:hb3p_test:500022,500022,S_STAR,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500022,square:hb3p_test:500022,500022,M0_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500022,square:hb3p_test:500022,500022,RISK_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500022,square:hb3p_test:500022,500022,M1_GRID,M1_GRID,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,277.0,281.0,100.0,177.0,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""267b945458478395a7d3f5cfc8cd0fce56abef42feb8de6e39f05bd47c4bbb72"",""inference_seconds"":0.0014046519063413143,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.00078096694778651,""probabilities"":{""p0"":0.0957801048423077,""p_full"":0.3425776582774115,""p_genuine_20"":0.033218142322997773,""p_genuine_5"":0.016852135346369212,""p_genuine_80"":0.2591451013263769,""p_helper_20"":0.002931428976185767,""p_helper_5"":0.0005329825847994523,""p_helper_80"":0.005250153140898435,""p_sys_20"":0.0374323679169708,""p_sys_5"":0.020111718697213066,""p_sys_80"":0.26994788234316014,""prediction_head_seconds"":0.00078096694778651},""reported_selected_length"":80}]",True,1.0,m1_vs_s_star_outcome_difference;m1_genuine_rescue
square:hb3p_test:500022,square:hb3p_test:500022,500022,M4_GRID,M4_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.013439444941468537,""client_selected_length"":80,""history_sha256"":""267b945458478395a7d3f5cfc8cd0fce56abef42feb8de6e39f05bd47c4bbb72"",""inference_seconds"":0.09808483207598329,""ipc_roundtrip_seconds"":0.06031966092996299,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.0011391140287742019,""probabilities"":{""p0"":0.03724811451608718,""p_full"":0.21002104199687097,""p_genuine_20"":0.012159797674995344,""p_genuine_5"":0.010252841970335751,""p_genuine_80"":0.10075433838509015,""p_helper_20"":0.001347263296414827,""p_helper_5"":0.0008606866138733622,""p_helper_80"":0.008135831998945168,""p_sys_20"":0.013748228263561701,""p_sys_5"":0.013275401347019433,""p_sys_80"":0.11252830579309858,""payload_sha256"":""80015d14e0a149dec6a886c701a94bdf575f9b92f7a08e43ea9b3bad8ceb9119"",""prediction_head_seconds"":0.0011391140287742019,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500023,square:hb3p_test:500023,500023,NONE,NONE,False,baseline,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,0,[],,False,[],False,0.05,
square:hb3p_test:500023,square:hb3p_test:500023,500023,S_STAR,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500023,square:hb3p_test:500023,500023,M0_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500023,square:hb3p_test:500023,500023,RISK_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500023,square:hb3p_test:500023,500023,M1_GRID,M1_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""adf3e48e988a7daa2eb2256ad57c8b771325a623734c6f5289ce772742a4a572"",""inference_seconds"":0.001240725046955049,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0006508079823106527,""probabilities"":{""p0"":0.12727120887163784,""p_full"":0.3262582332165924,""p_genuine_20"":0.07107830523003618,""p_genuine_5"":0.0413982834738796,""p_genuine_80"":0.25377151192620884,""p_helper_20"":0.005447045505717268,""p_helper_5"":0.0019437970717013483,""p_helper_80"":0.0079484901584735,""p_sys_20"":0.07926431616019436,""p_sys_5"":0.051482078206286586,""p_sys_80"":0.27027931485392964,""prediction_head_seconds"":0.0006508079823106527},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500023,square:hb3p_test:500023,500023,M4_GRID,M4_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.013125273981131613,""client_selected_length"":80,""history_sha256"":""adf3e48e988a7daa2eb2256ad57c8b771325a623734c6f5289ce772742a4a572"",""inference_seconds"":0.10139894799795002,""ipc_roundtrip_seconds"":0.060323124984279275,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.000884548993781209,""probabilities"":{""p0"":0.04243767397431331,""p_full"":0.2118250673973757,""p_genuine_20"":0.016130010025247856,""p_genuine_5"":0.012124801235032996,""p_genuine_80"":0.1084031026902276,""p_helper_20"":0.0017154935252403428,""p_helper_5"":0.0011282454866887951,""p_helper_80"":0.01003140047992045,""p_sys_20"":0.01818770219780852,""p_sys_5"":0.015875240139616387,""p_sys_80"":0.12319467965891595,""payload_sha256"":""7fe7813a27548b143a8e419c18cf693541f898eabe3ee4b218e4d5be2fb91b79"",""prediction_head_seconds"":0.000884548993781209,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500024,square:hb3p_test:500024,500024,NONE,NONE,False,baseline,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,0,[],,False,[],False,0.05,
square:hb3p_test:500024,square:hb3p_test:500024,500024,S_STAR,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500024,square:hb3p_test:500024,500024,M0_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500024,square:hb3p_test:500024,500024,RISK_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500024,square:hb3p_test:500024,500024,M1_GRID,M1_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""e4dd0b0e398416fa6e533572128fb9299d32df3e87967f0bef90ff0f4d57d985"",""inference_seconds"":0.0014164600288495421,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0007810990791767836,""probabilities"":{""p0"":0.08919487068645218,""p_full"":0.3504058441655682,""p_genuine_20"":0.037553323167113344,""p_genuine_5"":0.019446063880888497,""p_genuine_80"":0.20748264493916338,""p_helper_20"":0.003424970106475371,""p_helper_5"":0.0006300568729358201,""p_helper_80"":0.006310546106533708,""p_sys_20"":0.04242231920868311,""p_sys_5"":0.023072138997437097,""p_sys_80"":0.22038938214861348,""prediction_head_seconds"":0.0007810990791767836},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500024,square:hb3p_test:500024,500024,M4_GRID,M4_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.013202160014770925,""client_selected_length"":80,""history_sha256"":""e4dd0b0e398416fa6e533572128fb9299d32df3e87967f0bef90ff0f4d57d985"",""inference_seconds"":0.22596005396917462,""ipc_roundtrip_seconds"":0.14060172496829182,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.0009263809770345688,""probabilities"":{""p0"":0.03768808327616702,""p_full"":0.21122047449574236,""p_genuine_20"":0.012388665452476098,""p_genuine_5"":0.010548066640477602,""p_genuine_80"":0.10067797155922042,""p_helper_20"":0.0013987811116705673,""p_helper_5"":0.0008999076893431042,""p_helper_80"":0.008178513055150452,""p_sys_20"":0.01403609313472931,""p_sys_5"":0.013684316601962787,""p_sys_80"":0.11250614810196524,""payload_sha256"":""c936402f75bddac1a34909922dbf946ffeff6c9700eb2f66c9e8b3dc0e33df80"",""prediction_head_seconds"":0.0009263809770345688,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500025,square:hb3p_test:500025,500025,NONE,NONE,False,baseline,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,0,[],,False,[],True,-0.95,
square:hb3p_test:500025,square:hb3p_test:500025,500025,S_STAR,S_STAR,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,164.0,168.0,100.0,64.0,0,[],,False,[],False,0.0,
square:hb3p_test:500025,square:hb3p_test:500025,500025,M0_GRID,S_STAR,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,164.0,168.0,100.0,64.0,0,[],,False,[],False,0.0,
square:hb3p_test:500025,square:hb3p_test:500025,500025,RISK_GRID,S_STAR,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,164.0,168.0,100.0,64.0,0,[],,False,[],False,0.0,
square:hb3p_test:500025,square:hb3p_test:500025,500025,M1_GRID,M1_GRID,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,178.0,182.0,100.0,78.0,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""4c4474213e990e2473732f81f5ebec317b68a89d273dd276951daf74c9a585e9"",""inference_seconds"":0.0012968700611963868,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0006607759278267622,""probabilities"":{""p0"":0.15419641465876016,""p_full"":0.3137469699445716,""p_genuine_20"":0.08628708640668811,""p_genuine_5"":0.05375732153381827,""p_genuine_80"":0.2677382001436339,""p_helper_20"":0.008730266689163827,""p_helper_5"":0.0036717974600702277,""p_helper_80"":0.011573108212441568,""p_sys_20"":0.09967985456989847,""p_sys_5"":0.07101036228697921,""p_sys_80"":0.2922044999481872,""prediction_head_seconds"":0.0006607759278267622},""reported_selected_length"":80}]",False,0.0,m1_genuine_rescue
square:hb3p_test:500025,square:hb3p_test:500025,500025,M4_GRID,M4_GRID,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,148.0,152.0,100.0,48.0,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.013124448014423251,""client_selected_length"":80,""history_sha256"":""4c4474213e990e2473732f81f5ebec317b68a89d273dd276951daf74c9a585e9"",""inference_seconds"":0.13402366102673113,""ipc_roundtrip_seconds"":0.08037692797370255,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.0009053120156750083,""probabilities"":{""p0"":0.04376335948615233,""p_full"":0.21391021831718018,""p_genuine_20"":0.01781611486469449,""p_genuine_5"":0.013404613128681868,""p_genuine_80"":0.11478284421814229,""p_helper_20"":0.001984558951599529,""p_helper_5"":0.0012460333609724558,""p_helper_80"":0.01143227150450775,""p_sys_20"":0.020211941297117897,""p_sys_5"":0.017594600597210852,""p_sys_80"":0.131540346166644,""payload_sha256"":""727abb4e0f74ee46ee232d2e392e1840166acae1f91ee18624be724dd9a46ab6"",""prediction_head_seconds"":0.0009053120156750083,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500026,square:hb3p_test:500026,500026,NONE,NONE,False,baseline,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,0,[],,False,[],False,0.05,
square:hb3p_test:500026,square:hb3p_test:500026,500026,S_STAR,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500026,square:hb3p_test:500026,500026,M0_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500026,square:hb3p_test:500026,500026,RISK_GRID,S_STAR,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,0,[],,False,[],False,0.0,
square:hb3p_test:500026,square:hb3p_test:500026,500026,M1_GRID,M1_GRID,False,no_rescue_or_change,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,3,"[20, 80, 160]",t20:L0;t80:L0;t160:L0,True,"[{""absolute_t"":20,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""ef336959adb20ca6d40425e5a3b80239bd475b355553516140c8084b9b8f01aa"",""inference_seconds"":0.0013884850777685642,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0007846370572224259,""probabilities"":{""p0"":0.03747227062253523,""p_full"":0.17802619934453612,""p_genuine_20"":0.014874169045572047,""p_genuine_5"":0.008014537810264816,""p_genuine_80"":0.05451945429273281,""p_helper_20"":0.0009721738795119954,""p_helper_5"":0.00012460483350519526,""p_helper_80"":0.002923844588266265,""p_sys_20"":0.016207567565352354,""p_sys_5"":0.009098410481400143,""p_sys_80"":0.05937566833575525,""prediction_head_seconds"":0.0007846370572224259},""reported_selected_length"":0},{""absolute_t"":80,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""4d04d3721514a0d8c1a2fdb4f7c7ef8294ea59a84f0d2263c42630c35841215d"",""inference_seconds"":0.0012725070118904114,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0006543589988723397,""probabilities"":{""p0"":0.03637078023990189,""p_full"":0.08663532424822228,""p_genuine_20"":0.015550465214967618,""p_genuine_5"":0.011630472034369852,""p_genuine_80"":0.01102085896195694,""p_helper_20"":0.0017801128846951623,""p_helper_5"":0.00027543362133709907,""p_helper_80"":0.008346890302350878,""p_sys_20"":0.018105095214780764,""p_sys_5"":0.013665164266974283,""p_sys_80"":0.022881119085249813,""prediction_head_seconds"":0.0006543589988723397},""reported_selected_length"":0},{""absolute_t"":160,""backbone_seconds"":0.0,""client_selected_length"":null,""history_sha256"":""a1551046ac00a71e32da04ecf1e2bb3cdccaa1a4217aa2ced15320ce96a70886"",""inference_seconds"":0.00133666698820889,""ipc_roundtrip_seconds"":0.0,""method_id"":""M1_GRID"",""model"":""M1_proprio"",""prediction_head_seconds"":0.0006664880784228444,""probabilities"":{""p0"":0.03526772406642787,""p_full"":0.0522120561480608,""p_genuine_20"":0.00893864475382478,""p_genuine_5"":0.006620003608934213,""p_genuine_80"":0.010030641645036966,""p_helper_20"":0.0013141505527665162,""p_helper_5"":0.00016307961972812312,""p_helper_80"":0.004089528624950836,""p_sys_20"":0.010813092654856082,""p_sys_5"":0.008085841447011077,""p_sys_80"":0.01617472061004932,""prediction_head_seconds"":0.0006664880784228444},""reported_selected_length"":0}]",False,0.05,m1_no_takeover
square:hb3p_test:500026,square:hb3p_test:500026,500026,M4_GRID,M4_GRID,False,no_rescue_or_change,20.0,80,80,80,-0.05,False,False,False,False,False,True,nan,nan,100.0,nan,1,[20],t20:L80,True,"[{""absolute_t"":20,""backbone_seconds"":0.013312558992765844,""client_selected_length"":80,""history_sha256"":""ef336959adb20ca6d40425e5a3b80239bd475b355553516140c8084b9b8f01aa"",""inference_seconds"":0.13905970694031566,""ipc_roundtrip_seconds"":0.0804682649904862,""method_id"":""M4_GRID"",""model"":""M4_paired"",""prediction_head_seconds"":0.0011722489725798368,""probabilities"":{""p0"":0.037580720805074824,""p_full"":0.2005623434397948,""p_genuine_20"":0.014205539485806827,""p_genuine_5"":0.010571090559963298,""p_genuine_80"":0.09555712355288398,""p_helper_20"":0.0016233062287069713,""p_helper_5"":0.0009355138704756039,""p_helper_80"":0.009154109008767309,""p_sys_20"":0.016122170134980185,""p_sys_5"":0.013809993908664886,""p_sys_80"":0.10845406843779637,""payload_sha256"":""c28f58db6162a1f094c1643d55e668e519ed163f7406c6f5539398ae22a1e826"",""prediction_head_seconds"":0.0011722489725798368,""protocol_hash"":""07ed1213f636ea1db2500798b4468add685249faa7626d6bf39628f0fb5cccc3""},""reported_selected_length"":80}]",False,0.0,
square:hb3p_test:500027,square:hb3p_test:500027,500027,NONE,NONE,False,baseline,nan,0,0,0,0.0,False,False,False,False,False,False,nan,nan,nan,nan,0,[],,False,[],True,-0.95,
square:hb3p_test:500027,square:hb3p_test:500027,500027,S_STAR,S_STAR,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,258.0,262.0,100.0,158.0,0,[],,False,[],False,0.0,
square:hb3p_test:500027,square:hb3p_test:500027,500027,M0_GRID,S_STAR,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,258.0,262.0,100.0,158.0,0,[],,False,[],False,0.0,
square:hb3p_test:500027,square:hb3p_test:500027,500027,RISK_GRID,S_STAR,False,genuine_rescue,20.0,80,80,80,0.95,True,True,True,False,False,True,258.0,262.0,100.0,158.0,0,[],,False,[],False,0.0,
