branch_path,cache_path,cached_frames,failure,image_origin,length,max_post_state_abs,max_pre_state_abs,max_reward_abs,reconstruction_verified,schema_version,seed,state_atol,success_mismatch_count
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard2/FIXED_L80/square__hb3p_stop_continue_formal__800254.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800254/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.947171728884257e-08,True,hb4_reconstruction_audit_row_v1,800254,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard4/FIXED_L60/square__hb3p_stop_continue_formal__800263.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800263/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.809269883385923e-08,True,hb4_reconstruction_audit_row_v1,800263,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard4/FIXED_L80/square__hb3p_stop_continue_formal__800263.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800263/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.963202527794806e-08,True,hb4_reconstruction_audit_row_v1,800263,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard2/FIXED_L60/square__hb3p_stop_continue_formal__800268.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800268/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.9607441609513785e-08,True,hb4_reconstruction_audit_row_v1,800268,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard2/FIXED_L80/square__hb3p_stop_continue_formal__800268.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800268/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.9396350798016613e-08,True,hb4_reconstruction_audit_row_v1,800268,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard4/FIXED_L60/square__hb3p_stop_continue_formal__800291.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800291/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.9708284499108117e-08,True,hb4_reconstruction_audit_row_v1,800291,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard4/FIXED_L80/square__hb3p_stop_continue_formal__800291.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800291/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.9777222243509982e-08,True,hb4_reconstruction_audit_row_v1,800291,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard4/FIXED_L60/square__hb3p_stop_continue_formal__800298.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800298/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.8700117282731696e-08,True,hb4_reconstruction_audit_row_v1,800298,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard4/FIXED_L80/square__hb3p_stop_continue_formal__800298.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800298/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.9716200389273695e-08,True,hb4_reconstruction_audit_row_v1,800298,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard6/FIXED_L60/square__hb3p_stop_continue_formal__800300.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800300/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.9625516706488497e-08,True,hb4_reconstruction_audit_row_v1,800300,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard6/FIXED_L80/square__hb3p_stop_continue_formal__800300.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800300/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.9754031460882402e-08,True,hb4_reconstruction_audit_row_v1,800300,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L60/square__hb3p_stop_continue_formal__800306.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800306/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.939034848825628e-08,True,hb4_reconstruction_audit_row_v1,800306,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L80/square__hb3p_stop_continue_formal__800306.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800306/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.8833732179656124e-08,True,hb4_reconstruction_audit_row_v1,800306,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard6/FIXED_L60/square__hb3p_stop_continue_formal__800307.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800307/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.953318523069015e-08,True,hb4_reconstruction_audit_row_v1,800307,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard6/FIXED_L80/square__hb3p_stop_continue_formal__800307.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800307/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.8111697414345826e-08,True,hb4_reconstruction_audit_row_v1,800307,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard0/FIXED_L60/square__hb3p_stop_continue_formal__800308.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800308/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.93053192823578e-08,True,hb4_reconstruction_audit_row_v1,800308,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard0/FIXED_L80/square__hb3p_stop_continue_formal__800308.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800308/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.9607210683124663e-08,True,hb4_reconstruction_audit_row_v1,800308,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard3/FIXED_L60/square__hb3p_stop_continue_formal__800311.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800311/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.8866999790544412e-08,True,hb4_reconstruction_audit_row_v1,800311,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard3/FIXED_L80/square__hb3p_stop_continue_formal__800311.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800311/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.901342788241834e-08,True,hb4_reconstruction_audit_row_v1,800311,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L60/square__hb3p_stop_continue_formal__800320.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800320/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.9351053365545e-08,True,hb4_reconstruction_audit_row_v1,800320,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L80/square__hb3p_stop_continue_formal__800320.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800320/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.830661505193177e-08,True,hb4_reconstruction_audit_row_v1,800320,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard2/FIXED_L60/square__hb3p_stop_continue_formal__800324.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800324/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.970753942843629e-08,True,hb4_reconstruction_audit_row_v1,800324,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard2/FIXED_L80/square__hb3p_stop_continue_formal__800324.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800324/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.929258635653298e-08,True,hb4_reconstruction_audit_row_v1,800324,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L60/square__hb3p_stop_continue_formal__800334.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800334/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.9800910295030292e-08,True,hb4_reconstruction_audit_row_v1,800334,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L80/square__hb3p_stop_continue_formal__800334.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800334/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.9671475387793578e-08,True,hb4_reconstruction_audit_row_v1,800334,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard0/FIXED_L60/square__hb3p_stop_continue_formal__800343.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800343/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.9028529358043897e-08,True,hb4_reconstruction_audit_row_v1,800343,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard0/FIXED_L80/square__hb3p_stop_continue_formal__800343.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800343/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.882426730632659e-08,True,hb4_reconstruction_audit_row_v1,800343,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard1/FIXED_L60/square__hb3p_stop_continue_formal__800358.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800358/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.9771985765592035e-08,True,hb4_reconstruction_audit_row_v1,800358,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard1/FIXED_L80/square__hb3p_stop_continue_formal__800358.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800358/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.9503863130386776e-08,True,hb4_reconstruction_audit_row_v1,800358,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard6/FIXED_L60/square__hb3p_stop_continue_formal__800363.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800363/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.963781109421859e-08,True,hb4_reconstruction_audit_row_v1,800363,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard6/FIXED_L80/square__hb3p_stop_continue_formal__800363.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800363/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.905547136222708e-08,True,hb4_reconstruction_audit_row_v1,800363,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard0/FIXED_L60/square__hb3p_stop_continue_formal__800364.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800364/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.69451873036175e-08,True,hb4_reconstruction_audit_row_v1,800364,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard0/FIXED_L80/square__hb3p_stop_continue_formal__800364.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800364/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,1.929533488542745e-08,True,hb4_reconstruction_audit_row_v1,800364,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L60/square__hb3p_stop_continue_formal__800376.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800376/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.9582422289564647e-08,True,hb4_reconstruction_audit_row_v1,800376,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard5/FIXED_L80/square__hb3p_stop_continue_formal__800376.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800376/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.9500578757613027e-08,True,hb4_reconstruction_audit_row_v1,800376,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard0/FIXED_L60/square__hb3p_stop_continue_formal__800385.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800385/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.675854193778804e-08,True,hb4_reconstruction_audit_row_v1,800385,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard0/FIXED_L80/square__hb3p_stop_continue_formal__800385.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800385/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.979748647824465e-08,True,hb4_reconstruction_audit_row_v1,800385,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard3/FIXED_L60/square__hb3p_stop_continue_formal__800388.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800388/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.9541570856217447e-08,True,hb4_reconstruction_audit_row_v1,800388,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard3/FIXED_L80/square__hb3p_stop_continue_formal__800388.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800388/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.944744814659117e-08,True,hb4_reconstruction_audit_row_v1,800388,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard1/FIXED_L60/square__hb3p_stop_continue_formal__800393.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800393/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.9294477399410823e-08,True,hb4_reconstruction_audit_row_v1,800393,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard1/FIXED_L80/square__hb3p_stop_continue_formal__800393.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800393/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.913478969190919e-08,True,hb4_reconstruction_audit_row_v1,800393,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard0/FIXED_L60/square__hb3p_stop_continue_formal__800399.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800399/FIXED_L60.npz,80,,RECONSTRUCTED_FOR_HB4,60,0.0,0.0,2.9468841034052673e-08,True,hb4_reconstruction_audit_row_v1,800399,1e-10,0
/home/__compress_data/xushijie/work/cr_scizor/experiments/handback/hb3p_stop_continue_formal_v1/episodes/shard0/FIXED_L80/square__hb3p_stop_continue_formal__800399.npz,/home/__compress_data/xushijie/work/cr_scizor_hb4_runs/hb4_square_absorb_v1/observations/800399/FIXED_L80.npz,80,,RECONSTRUCTED_FOR_HB4,80,0.0,0.0,2.8706505728059994e-08,True,hb4_reconstruction_audit_row_v1,800399,1e-10,0
